XMDTENT,XMDTSITE,XMDTDOCNO,XMDTDOCDT,XMDT004,XMDT002,XMDT003,XMDTSTUS,XMDT015
3,JINPAO,JP2104-20241030002,2024-10-30 00:00:00,F021,620070,MKTS2,Y,2024-10-30 00:00:00
3,JINPAO,JP2101-20161222959,2016-12-22 00:00:00,F006,520025,JINPAO,Y,2015-06-19 00:00:00
3,JINPAO,JP2101-20161222960,2016-12-22 00:00:00,F022,520025,JINPAO,Y,2015-06-19 00:00:00
3,JINPAO,JP2101-20161222961,2016-12-22 00:00:00,F025,520025,JINPAO,Y,2015-06-19 00:00:00
3,JINPAO,JP2101-20161222962,2016-12-22 00:00:00,F005,520025,JINPAO,Y,2015-06-20 00:00:00
3,JINPAO,JP2101-20161222963,2016-12-22 00:00:00,B004,520025,JINPAO,Y,2015-06-20 00:00:00
3,JINPAO,JP2101-20161222964,2016-12-22 00:00:00,F005,520025,JINPAO,Y,2015-06-20 00:00:00
3,JINPAO,JP2101-20161222965,2016-12-22 00:00:00,F005,520025,JINPAO,Y,2015-06-20 00:00:00
3,JINPAO,JP2101-20161222966,2016-12-22 00:00:00,F021,520025,JINPAO,Y,2015-06-22 00:00:00
3,JINPAO,JP2101-20161222967,2016-12-22 00:00:00,F025,520025,JINPAO,Y,2015-06-22 00:00:00
3,JINPAO,JP2101-20161222968,2016-12-22 00:00:00,B001,520025,JINPAO,Y,2015-06-17 00:00:00
3,JINPAO,JP2101-20161222969,2016-12-22 00:00:00,B001,520025,JINPAO,Y,2015-06-17 00:00:00
3,JINPAO,JP2101-20161222970,2016-12-22 00:00:00,B004,520025,JINPAO,Y,2015-06-18 00:00:00
3,JINPAO,JP2101-20161222971,2016-12-22 00:00:00,M030,520025,JINPAO,Y,2015-06-19 00:00:00
3,JINPAO,JP2101-20161222972,2016-12-22 00:00:00,D003,520025,JINPAO,Y,2015-06-19 00:00:00
3,JINPAO,JP2101-20161222973,2016-12-22 00:00:00,E012,520025,JINPAO,Y,2015-06-19 00:00:00
3,JINPAO,JP2101-20161222974,2016-12-22 00:00:00,B001,520025,JINPAO,Y,2015-06-19 00:00:00
3,JINPAO,JP2101-20161222975,2016-12-22 00:00:00,C030,520025,JINPAO,Y,2015-06-19 00:00:00
3,JINPAO,JP2101-20161222976,2016-12-22 00:00:00,T026,520025,JINPAO,Y,2015-06-19 00:00:00
3,JINPAO,JP2101-20161222977,2016-12-22 00:00:00,C014,520025,JINPAO,Y,2015-06-20 00:00:00
3,JINPAO,JP2101-20161222978,2016-12-22 00:00:00,T026,520025,JINPAO,Y,2015-06-20 00:00:00
3,JINPAO,JP2101-20161222979,2016-12-22 00:00:00,B004,520025,JINPAO,Y,2015-06-29 00:00:00
3,JINPAO,JP2101-20161222980,2016-12-22 00:00:00,F027,520025,JINPAO,Y,2015-06-29 00:00:00
3,JINPAO,JP2101-20161222981,2016-12-22 00:00:00,B004,520025,JINPAO,Y,2015-06-29 00:00:00
3,JINPAO,JP2101-20161222982,2016-12-22 00:00:00,E012,520025,JINPAO,Y,2015-06-30 00:00:00
3,JINPAO,JP2101-20161222983,2016-12-22 00:00:00,S008,520025,JINPAO,Y,2015-07-01 00:00:00
3,JINPAO,JP2101-20161222984,2016-12-22 00:00:00,B001,520025,JINPAO,Y,2015-07-01 00:00:00
3,JINPAO,JP2101-20161222985,2016-12-22 00:00:00,C013,520025,JINPAO,Y,2015-07-01 00:00:00
3,JINPAO,JP2101-20161223466,2016-12-22 00:00:00,G004,520025,JINPAO,Y,2011-06-21 00:00:00
3,JINPAO,JP2101-20161223467,2016-12-22 00:00:00,O004,520025,JINPAO,Y,2011-06-21 00:00:00
3,JINPAO,JP2101-20161223468,2016-12-22 00:00:00,H001,520025,JINPAO,Y,2011-10-27 00:00:00
3,JINPAO,JP2101-20161223469,2016-12-22 00:00:00,G004,520025,JINPAO,Y,2011-06-21 00:00:00
3,JINPAO,JP2106-20200506001,2020-05-06 00:00:00,J014,550040,MKTS2,Y,2020-05-06 00:00:00
3,JINPAO,JP2105-20201104003,2020-11-04 00:00:00,D003,550024,MKTS3,Y,2020-11-04 00:00:00
3,JINPAO,JP2106-20210130001,2021-01-30 00:00:00,S008,540071,MKTS2,Y,2021-01-30 00:00:00
3,JINPAO,JP2109-20210130002,2021-01-30 00:00:00,S008,540071,MKTS2,Y,2021-01-30 00:00:00
3,JINPAO,JP2105-20210211001,2021-02-11 00:00:00,C013,540071,MKTS2,Y,2021-02-11 00:00:00
3,JINPAO,JP2105-20210324002,2021-03-24 00:00:00,F005,520035,MKTS4,Y,2021-03-24 00:00:00
3,JINPAO,JP2105-20210526002,2021-05-26 00:00:00,C050,510017,MKTS1,Y,2021-05-26 00:00:00
3,JINPAO,JP2105-20220511001,2022-05-11 00:00:00,H025,550024,MKTS3,Y,2022-05-11 00:00:00
3,JINPAO,JP2105-20220624001,2022-06-24 00:00:00,I004,550025,MKTS4,Y,2022-06-24 00:00:00
3,JINPAO,JP2105-20220510002,2022-05-10 00:00:00,D006,550024,MKTS3,Y,2022-05-10 00:00:00
3,JINPAO,JP2101-20230109001,2023-01-09 00:00:00,P026,490027,MKTS5,Y,2023-01-09 00:00:00
3,JINPAO,JP2106-20231009001,2023-10-09 00:00:00,F005,520035,MKTS4,Y,2023-10-09 00:00:00
3,JINPAO,JP2106-20231204003,2023-12-04 00:00:00,R004,560071,MKTS1,Y,2023-12-04 00:00:00
3,JINPAO,JP2105-20231220004,2023-12-20 00:00:00,I005,550025,MKTS4,Y,2023-12-20 00:00:00
3,JINPAO,JP2101-20240202001,2024-02-02 00:00:00,I012,560146,MKTS5,Y,2024-02-02 00:00:00
3,JINPAO,JP2101-20240822001,2024-08-22 00:00:00,T068,560146,MKTS5,Y,2024-08-22 00:00:00
3,JINPAO,JP2107-20161227001,2016-12-27 00:00:00,F005,520035,MKTS4,Y,2016-12-27 00:00:00
3,JINPAO,JP2105-20250103001,2025-01-03 00:00:00,H001,670432,MKTS3,Y,2025-01-03 00:00:00
3,JINPAO,JP2105-20170706002,2017-07-06 00:00:00,F005,520035,MKTS4,Y,2017-07-06 00:00:00
3,JINPAO,JP2106-20170718006,2017-07-18 00:00:00,H001,550024,MKTS3,Y,2017-07-18 00:00:00
3,JINPAO,JP2101-20190104002,2019-01-04 00:00:00,T026,540071,MKTS5,Y,2019-01-04 00:00:00
3,JINPAO,JP2101-20190104003,2019-01-04 00:00:00,T026,540071,MKTS5,Y,2019-01-04 00:00:00
3,JINPAO,JP2101-20190104004,2019-01-04 00:00:00,T026,540071,MKTS5,Y,2019-01-04 00:00:00
3,JINPAO,JP2101-20190104005,2019-01-04 00:00:00,T026,540071,MKTS5,Y,2019-01-04 00:00:00
3,JINPAO,JP2101-20190104006,2019-01-04 00:00:00,T026,540071,MKTS5,Y,2019-01-04 00:00:00
3,JINPAO,JP2106-20190610002,2019-06-10 00:00:00,A020,580070,MKTS2,Y,2019-06-10 00:00:00
3,JINPAO,JP2103-20200622001,2020-06-22 00:00:00,M016,510017,MKTS1,Y,2020-06-22 00:00:00
3,JINPAO,JP2105-20201126001,2020-11-26 00:00:00,F005,520035,MKTS4,Y,2020-11-26 00:00:00
3,JINPAO,JP2106-20210125001,2021-01-25 00:00:00,J008,510017,MKTS1,Y,2021-01-25 00:00:00
3,JINPAO,JP2104-20210429001,2021-04-29 00:00:00,F023,540071,MKTS2,Y,2021-04-29 00:00:00
3,JINPAO,JP2106-20211124002,2021-11-24 00:00:00,A020,510043,MKTS2,Y,2021-11-24 00:00:00
3,JINPAO,JP2105-20211208003,2021-12-08 00:00:00,C014,510043,MKTS2,Y,2021-12-08 00:00:00
3,JINPAO,JP2101-20230127003,2023-01-27 00:00:00,E012,580803,MKTS5,Y,2023-01-27 00:00:00
3,JINPAO,JP2106-20190408001,2019-04-08 00:00:00,N015,560071,MKTS1,Y,2019-04-08 00:00:00
3,JINPAO,JP2106-20190704003,2019-07-04 00:00:00,F035,550040,MKTS2,Y,2019-07-04 00:00:00
3,JINPAO,JP2106-20190710001,2019-07-10 00:00:00,S024,470013,MKTS4,Y,2019-07-10 00:00:00
3,JINPAO,JP2106-20200316001,2020-03-16 00:00:00,J008,510017,MKTS1,Y,2020-03-16 00:00:00
3,JINPAO,JP2106-20200505001,2020-05-05 00:00:00,S044,560071,MKTS1,Y,2020-05-05 00:00:00
3,JINPAO,JP2106-20200505002,2020-05-05 00:00:00,S044,560071,MKTS1,Y,2020-05-05 00:00:00
3,JINPAO,JP2105-20230120001,2023-01-20 00:00:00,T009,640004,MKTS4,Y,2023-01-20 00:00:00
3,JINPAO,JP2106-20210118003,2021-01-18 00:00:00,F032,510028,MKTS2,Y,2021-01-18 00:00:00
3,JINPAO,JP2101-20230127001,2023-01-27 00:00:00,E012,580803,MKTS5,Y,2023-01-27 00:00:00
3,JINPAO,JP2105-20240605001,2024-06-05 00:00:00,D032,490020,MKTS3,Y,2024-06-05 00:00:00
3,JINPAO,JP2105-20241025001,2024-10-25 00:00:00,D003,490020,MKTS3,Y,2024-10-25 00:00:00
3,JINPAO,JP2101-20240909001,2024-09-09 00:00:00,S084,560146,MKTS5,Y,2024-09-09 00:00:00
3,JINPAO,JP2101-20241112001,2024-11-12 00:00:00,A033,650114,MKTS5,Y,2024-11-12 00:00:00
3,JINPAO,JP2105-20241221001,2024-12-21 00:00:00,D003,490020,MKTS3,Y,2024-12-21 00:00:00
3,JINPAO,JP2101-20241226003,2024-12-26 00:00:00,E012,560146,MKTS5,Y,2024-12-26 00:00:00
3,JINPAO,JP2101-20250120001,2025-01-20 00:00:00,S094,560146,MKTS5,Y,2025-01-20 00:00:00
3,JINPAO,JP2101-20250129004,2025-01-29 00:00:00,S091,560146,MKTS5,Y,2025-01-29 00:00:00
3,JINPAO,JP2105-20250213001,2025-02-13 00:00:00,S008,510043,MKTS2,Y,2024-04-23 00:00:00
3,JINPAO,JP2101-20250322001,2025-03-22 00:00:00,S071,560146,MKTS5,Y,2025-03-22 00:00:00
3,JINPAO,JP2101-20250408001,2025-04-08 00:00:00,P024,650717,MKTS5,Y,2025-04-08 00:00:00
3,JINPAO,JP2101-20250408002,2025-04-08 00:00:00,P024,650717,MKTS5,Y,2025-04-08 00:00:00
3,JINPAO,JP2104-20250409001,2025-04-09 00:00:00,F021,620070,MKTS2,Y,2025-04-09 00:00:00
3,JINPAO,JP2106-20170327005,2017-03-27 00:00:00,F025,560081,MKTS1,Y,2017-03-27 00:00:00
3,JINPAO,JP2105-20170510001,2017-05-10 00:00:00,I004,550025,MKTS4,Y,2017-05-10 00:00:00
3,JINPAO,JP2106-20170601002,2017-06-01 00:00:00,W006,570265,MKTS2,Y,2017-06-01 00:00:00
3,JINPAO,JP2106-20170607001,2017-06-07 00:00:00,J004,510017,MKTS1,Y,2017-06-07 00:00:00
3,JINPAO,JP2101-20170728001,2017-07-28 00:00:00,M029,510028,MKTS5,Y,2017-07-28 00:00:00
3,JINPAO,JP2106-20170822003,2017-08-22 00:00:00,W012,550040,MKTS2,Y,2017-08-22 00:00:00
3,JINPAO,JP2106-20171007001,2017-10-07 00:00:00,J008,510017,MKTS1,Y,2017-10-07 00:00:00
3,JINPAO,JP2101-20180201002,2018-02-01 00:00:00,T050,560146,MKTS5,Y,2018-02-01 00:00:00
3,JINPAO,JP2106-20180605002,2018-06-05 00:00:00,F035,600395,MKTS2,Y,2018-06-05 00:00:00
3,JINPAO,JP2106-20180605003,2018-06-05 00:00:00,C038,600395,MKTS2,Y,2018-06-05 00:00:00
3,JINPAO,JP2106-20180709001,2018-07-09 00:00:00,A020,580070,MKTS2,Y,2018-07-09 00:00:00
3,JINPAO,JP2101-20161224657,2016-12-22 00:00:00,H001,520025,JINPAO,Y,2012-05-02 00:00:00
3,JINPAO,JP2101-20161224658,2016-12-22 00:00:00,H001,520025,JINPAO,Y,2012-05-02 00:00:00
3,JINPAO,JP2101-20161224659,2016-12-22 00:00:00,T009,520025,JINPAO,Y,2012-05-02 00:00:00
3,JINPAO,JP2101-20161224660,2016-12-22 00:00:00,G001,520025,JINPAO,Y,2012-04-30 00:00:00
3,JINPAO,JP2101-20161224661,2016-12-22 00:00:00,F005,520025,JINPAO,Y,2012-05-02 00:00:00
3,JINPAO,JP2101-20161224662,2016-12-22 00:00:00,T009,520025,JINPAO,Y,2012-05-02 00:00:00
3,JINPAO,JP2101-20161224663,2016-12-22 00:00:00,T009,520025,JINPAO,Y,2012-05-02 00:00:00
3,JINPAO,JP2101-20161224664,2016-12-22 00:00:00,J001,520025,JINPAO,Y,2012-05-04 00:00:00
3,JINPAO,JP2101-20161224665,2016-12-22 00:00:00,B004,520025,JINPAO,Y,2012-05-04 00:00:00
3,JINPAO,JP2101-20161224666,2016-12-22 00:00:00,T005,520025,JINPAO,Y,2012-05-04 00:00:00
3,JINPAO,JP2101-20161224667,2016-12-22 00:00:00,S031,520025,JINPAO,Y,2012-05-04 00:00:00
3,JINPAO,JP2101-20161224668,2016-12-22 00:00:00,T005,520025,JINPAO,Y,2012-05-04 00:00:00
3,JINPAO,JP2101-20161224669,2016-12-22 00:00:00,T005,520025,JINPAO,Y,2012-05-04 00:00:00
3,JINPAO,JP2101-20161224670,2016-12-22 00:00:00,T005,520025,JINPAO,Y,2012-05-04 00:00:00
3,JINPAO,JP2101-20161224671,2016-12-22 00:00:00,B004,520025,JINPAO,Y,2012-05-04 00:00:00
3,JINPAO,JP2101-20161224672,2016-12-22 00:00:00,D005,520025,JINPAO,Y,2012-05-04 00:00:00
3,JINPAO,JP2101-20161224673,2016-12-22 00:00:00,T011,520025,JINPAO,Y,2012-05-05 00:00:00
3,JINPAO,JP2101-20161224674,2016-12-22 00:00:00,T005,520025,JINPAO,Y,2012-05-02 00:00:00
3,JINPAO,JP2101-20161224675,2016-12-22 00:00:00,T005,520025,JINPAO,Y,2012-05-02 00:00:00
3,JINPAO,JP2101-20161224676,2016-12-22 00:00:00,T005,520025,JINPAO,Y,2012-05-02 00:00:00
3,JINPAO,JP2101-20161224677,2016-12-22 00:00:00,T005,520025,JINPAO,Y,2012-05-02 00:00:00
3,JINPAO,JP2101-20161224678,2016-12-22 00:00:00,T029,520025,JINPAO,Y,2012-05-02 00:00:00
3,JINPAO,JP2101-20161224679,2016-12-22 00:00:00,S008,520025,JINPAO,Y,2012-05-02 00:00:00
3,JINPAO,JP2101-20161224680,2016-12-22 00:00:00,C015,520025,JINPAO,Y,2012-05-02 00:00:00
3,JINPAO,JP2101-20161224681,2016-12-22 00:00:00,C024,520025,JINPAO,Y,2012-05-02 00:00:00
3,JINPAO,JP2101-20161224682,2016-12-22 00:00:00,T005,520025,JINPAO,Y,2012-05-02 00:00:00
3,JINPAO,JP2101-20161223210,2016-12-22 00:00:00,T009,520025,JINPAO,Y,2015-10-09 00:00:00
3,JINPAO,JP2101-20161223211,2016-12-22 00:00:00,S008,520025,JINPAO,Y,2015-10-10 00:00:00
3,JINPAO,JP2101-20161223212,2016-12-22 00:00:00,T057,520025,JINPAO,Y,2015-10-10 00:00:00
3,JINPAO,JP2101-20161223213,2016-12-22 00:00:00,J004,520025,JINPAO,Y,2015-10-10 00:00:00
3,JINPAO,JP2101-20161223214,2016-12-22 00:00:00,D003,520025,JINPAO,Y,2015-10-12 00:00:00
3,JINPAO,JP2101-20161224320,2016-12-22 00:00:00,B001,520025,JINPAO,Y,2011-09-17 00:00:00
3,JINPAO,JP2101-20161224321,2016-12-22 00:00:00,A005,520025,JINPAO,Y,2011-09-17 00:00:00
3,JINPAO,JP2101-20161224322,2016-12-22 00:00:00,F016,520025,JINPAO,Y,2011-09-17 00:00:00
3,JINPAO,JP2101-20161224323,2016-12-22 00:00:00,F005,520025,JINPAO,Y,2011-09-19 00:00:00
3,JINPAO,JP2101-20161224324,2016-12-22 00:00:00,D003,520025,JINPAO,Y,2011-09-19 00:00:00
3,JINPAO,JP2101-20161224325,2016-12-22 00:00:00,B001,520025,JINPAO,Y,2011-09-19 00:00:00
3,JINPAO,JP2101-20161224326,2016-12-22 00:00:00,C014,520025,JINPAO,Y,2011-09-19 00:00:00
3,JINPAO,JP2101-20161224327,2016-12-22 00:00:00,F016,520025,JINPAO,Y,2011-09-19 00:00:00
3,JINPAO,JP2101-20161224328,2016-12-22 00:00:00,B001,520025,JINPAO,Y,2011-09-19 00:00:00
3,JINPAO,JP2101-20161224329,2016-12-22 00:00:00,T005,520025,JINPAO,Y,2011-10-28 00:00:00
3,JINPAO,JP2101-20161222826,2016-12-22 00:00:00,E008,520025,JINPAO,Y,2015-07-10 00:00:00
3,JINPAO,JP2101-20161222827,2016-12-22 00:00:00,A017,520025,JINPAO,Y,2015-07-16 00:00:00
3,JINPAO,JP2101-20161222828,2016-12-22 00:00:00,U005,520025,JINPAO,Y,2015-07-22 00:00:00
3,JINPAO,JP2101-20161222829,2016-12-22 00:00:00,J008,520025,JINPAO,Y,2015-07-24 00:00:00
3,JINPAO,JP2101-20161222830,2016-12-22 00:00:00,A007,520025,JINPAO,Y,2015-07-24 00:00:00
3,JINPAO,JP2101-20161222831,2016-12-22 00:00:00,A007,520025,JINPAO,Y,2015-07-24 00:00:00
3,JINPAO,JP2101-20161222832,2016-12-22 00:00:00,J008,520025,JINPAO,Y,2015-07-24 00:00:00
3,JINPAO,JP2101-20161222833,2016-12-22 00:00:00,F005,520025,JINPAO,Y,2015-07-24 00:00:00
3,JINPAO,JP2101-20161222834,2016-12-22 00:00:00,F005,520025,JINPAO,Y,2015-07-24 00:00:00
3,JINPAO,JP2101-20161222835,2016-12-22 00:00:00,F005,520025,JINPAO,Y,2015-07-24 00:00:00
3,JINPAO,JP2101-20161222836,2016-12-22 00:00:00,F025,520025,JINPAO,Y,2015-11-24 00:00:00
3,JINPAO,JP2101-20161222837,2016-12-22 00:00:00,J010,520025,JINPAO,Y,2015-11-24 00:00:00
3,JINPAO,JP2101-20161222838,2016-12-22 00:00:00,J010,520025,JINPAO,Y,2015-11-24 00:00:00
3,JINPAO,JP2101-20161222839,2016-12-22 00:00:00,A020,520025,JINPAO,Y,2015-11-25 00:00:00
3,JINPAO,JP2101-20161222840,2016-12-22 00:00:00,F025,520025,JINPAO,Y,2015-11-26 00:00:00
3,JINPAO,JP2101-20161222841,2016-12-22 00:00:00,S008,520025,JINPAO,Y,2015-11-27 00:00:00
3,JINPAO,JP2101-20161222842,2016-12-22 00:00:00,B001,520025,JINPAO,Y,2015-11-27 00:00:00
3,JINPAO,JP2101-20161222843,2016-12-22 00:00:00,S007,520025,JINPAO,Y,2015-11-28 00:00:00
3,JINPAO,JP2101-20161222844,2016-12-22 00:00:00,B001,520025,JINPAO,Y,2015-11-30 00:00:00
3,JINPAO,JP2101-20161222845,2016-12-22 00:00:00,B004,520025,JINPAO,Y,2015-11-30 00:00:00
3,JINPAO,JP2101-20161222846,2016-12-22 00:00:00,C032,520025,JINPAO,Y,2015-11-30 00:00:00
3,JINPAO,JP2101-20161225905,2016-12-22 00:00:00,D006,520025,JINPAO,Y,2013-04-03 00:00:00
3,JINPAO,JP2101-20161225906,2016-12-22 00:00:00,B004,520025,JINPAO,Y,2013-04-03 00:00:00
3,JINPAO,JP2101-20161225907,2016-12-22 00:00:00,J004,520025,JINPAO,Y,2013-04-03 00:00:00
3,JINPAO,JP2101-20161225908,2016-12-22 00:00:00,S008,520025,JINPAO,Y,2013-04-05 00:00:00
3,JINPAO,JP2101-20161225909,2016-12-22 00:00:00,B004,520025,JINPAO,Y,2013-04-09 00:00:00
3,JINPAO,JP2101-20161225910,2016-12-22 00:00:00,P010,520025,JINPAO,Y,2013-04-10 00:00:00
3,JINPAO,JP2101-20161225911,2016-12-22 00:00:00,M022,520025,JINPAO,Y,2013-04-11 00:00:00
3,JINPAO,JP2101-20161225912,2016-12-22 00:00:00,F006,520025,JINPAO,Y,2013-04-11 00:00:00
3,JINPAO,JP2101-20161225913,2016-12-22 00:00:00,H010,520025,JINPAO,Y,2013-04-18 00:00:00
3,JINPAO,JP2101-20161225914,2016-12-22 00:00:00,M022,520025,JINPAO,Y,2013-04-18 00:00:00
3,JINPAO,JP2101-20161225915,2016-12-22 00:00:00,W004,520025,JINPAO,Y,2013-04-18 00:00:00
3,JINPAO,JP2101-20161225916,2016-12-22 00:00:00,E005,520025,JINPAO,Y,2013-04-18 00:00:00
3,JINPAO,JP2101-20161225917,2016-12-22 00:00:00,M022,520025,JINPAO,Y,2013-04-19 00:00:00
3,JINPAO,JP2101-20161225918,2016-12-22 00:00:00,X001,520025,JINPAO,Y,2013-04-22 00:00:00
3,JINPAO,JP2101-20161225919,2016-12-22 00:00:00,J001,520025,JINPAO,Y,2013-04-23 00:00:00
3,JINPAO,JP2101-20161225920,2016-12-22 00:00:00,T005,520025,JINPAO,Y,2013-04-23 00:00:00
3,JINPAO,JP2101-20161225921,2016-12-22 00:00:00,T005,520025,JINPAO,Y,2013-04-23 00:00:00
3,JINPAO,JP2101-20161225922,2016-12-22 00:00:00,T005,520025,JINPAO,Y,2013-04-24 00:00:00
3,JINPAO,JP2101-20161225923,2016-12-22 00:00:00,T005,520025,JINPAO,Y,2013-04-24 00:00:00
3,JINPAO,JP2101-20161225924,2016-12-22 00:00:00,T005,520025,JINPAO,Y,2013-04-24 00:00:00
3,JINPAO,JP2101-20161225925,2016-12-22 00:00:00,F012,520025,JINPAO,Y,2013-04-25 00:00:00
3,JINPAO,JP2101-20161225926,2016-12-22 00:00:00,F005,520025,JINPAO,Y,2013-04-25 00:00:00
3,JINPAO,JP2101-20161225927,2016-12-22 00:00:00,G003,520025,JINPAO,Y,2013-04-26 00:00:00
3,JINPAO,JP2101-20161225928,2016-12-22 00:00:00,H010,520025,JINPAO,Y,2012-06-12 00:00:00
3,JINPAO,JP2101-20161225929,2016-12-22 00:00:00,D003,520025,JINPAO,Y,2012-06-14 00:00:00
3,JINPAO,JP2101-20161225930,2016-12-22 00:00:00,F005,520025,JINPAO,Y,2012-06-15 00:00:00
3,JINPAO,JP2101-20161226411,2016-12-22 00:00:00,Y002,520025,JINPAO,Y,2013-11-15 00:00:00
3,JINPAO,JP2101-20161226412,2016-12-22 00:00:00,F021,520025,JINPAO,Y,2013-11-18 00:00:00
3,JINPAO,JP2101-20161226413,2016-12-22 00:00:00,S024,520025,JINPAO,Y,2013-11-19 00:00:00
3,JINPAO,JP2101-20161226414,2016-12-22 00:00:00,D003,520025,JINPAO,Y,2013-12-14 00:00:00
3,JINPAO,JP2101-20161226415,2016-12-22 00:00:00,D003,520025,JINPAO,Y,2013-12-21 00:00:00
3,JINPAO,JP2101-20161223103,2016-12-22 00:00:00,A005,520025,JINPAO,Y,2015-03-26 00:00:00
3,JINPAO,JP2101-20161223104,2016-12-22 00:00:00,C001,520025,JINPAO,Y,2015-03-26 00:00:00
3,JINPAO,JP2101-20161223105,2016-12-22 00:00:00,F005,520025,JINPAO,Y,2015-04-01 00:00:00
3,JINPAO,JP2101-20161223106,2016-12-22 00:00:00,A005,520025,JINPAO,Y,2015-04-02 00:00:00
3,JINPAO,JP2101-20161223107,2016-12-22 00:00:00,B004,520025,JINPAO,Y,2015-04-02 00:00:00
3,JINPAO,JP2101-20161223108,2016-12-22 00:00:00,A005,520025,JINPAO,Y,2015-04-03 00:00:00
3,JINPAO,JP2101-20161223109,2016-12-22 00:00:00,C014,520025,JINPAO,Y,2015-04-03 00:00:00
3,JINPAO,JP2101-20161223110,2016-12-22 00:00:00,A005,520025,JINPAO,Y,2015-04-03 00:00:00
3,JINPAO,JP2101-20161223111,2016-12-22 00:00:00,T026,520025,JINPAO,Y,2015-03-24 00:00:00
3,JINPAO,JP2101-20161223112,2016-12-22 00:00:00,S007,520025,JINPAO,Y,2015-03-25 00:00:00
3,JINPAO,JP2101-20161223113,2016-12-22 00:00:00,F005,520025,JINPAO,Y,2015-03-26 00:00:00
3,JINPAO,JP2101-20161223594,2016-12-22 00:00:00,B001,520025,JINPAO,Y,2011-06-23 00:00:00
3,JINPAO,JP2101-20161223595,2016-12-22 00:00:00,A006,520025,JINPAO,Y,2011-06-23 00:00:00
3,JINPAO,JP2101-20161223596,2016-12-22 00:00:00,O004,520025,JINPAO,Y,2011-06-22 00:00:00
3,JINPAO,JP2101-20161223597,2016-12-22 00:00:00,J001,520025,JINPAO,Y,2011-06-22 00:00:00
3,JINPAO,JP2101-20161223598,2016-12-22 00:00:00,O004,520025,JINPAO,Y,2011-06-22 00:00:00
3,JINPAO,JP2101-20161223599,2016-12-22 00:00:00,O004,520025,JINPAO,Y,2011-06-22 00:00:00
3,JINPAO,JP2101-20161223600,2016-12-22 00:00:00,O004,520025,JINPAO,Y,2011-06-22 00:00:00
3,JINPAO,JP2101-20161223601,2016-12-22 00:00:00,S007,520025,JINPAO,Y,2011-06-23 00:00:00
3,JINPAO,JP2101-20161223602,2016-12-22 00:00:00,H010,520025,JINPAO,Y,2011-06-23 00:00:00
3,JINPAO,JP2101-20161223603,2016-12-22 00:00:00,S007,520025,JINPAO,Y,2011-06-23 00:00:00
3,JINPAO,JP2101-20161223604,2016-12-22 00:00:00,D003,520025,JINPAO,Y,2011-06-23 00:00:00
3,JINPAO,JP2101-20161223605,2016-12-22 00:00:00,G004,520025,JINPAO,Y,2011-06-23 00:00:00
3,JINPAO,JP2101-20161223606,2016-12-22 00:00:00,G004,520025,JINPAO,Y,2011-06-23 00:00:00
3,JINPAO,JP2101-20161223607,2016-12-22 00:00:00,G004,520025,JINPAO,Y,2011-06-23 00:00:00
3,JINPAO,JP2101-20161223608,2016-12-22 00:00:00,G004,520025,JINPAO,Y,2011-06-23 00:00:00
3,JINPAO,JP2101-20161223609,2016-12-22 00:00:00,T021,520025,JINPAO,Y,2011-09-19 00:00:00
3,JINPAO,JP2101-20161223610,2016-12-22 00:00:00,G004,520025,JINPAO,Y,2011-06-22 00:00:00
3,JINPAO,JP2101-20161223611,2016-12-22 00:00:00,F005,520025,JINPAO,Y,2011-06-22 00:00:00
3,JINPAO,JP2101-20161223612,2016-12-22 00:00:00,G004,520025,JINPAO,Y,2011-06-22 00:00:00
3,JINPAO,JP2101-20161223613,2016-12-22 00:00:00,F005,520025,JINPAO,Y,2011-06-22 00:00:00
3,JINPAO,JP2101-20161223215,2016-12-22 00:00:00,A020,520025,JINPAO,Y,2015-10-12 00:00:00
3,JINPAO,JP2101-20161223216,2016-12-22 00:00:00,Z002,520025,JINPAO,Y,2015-10-12 00:00:00
3,JINPAO,JP2101-20161223217,2016-12-22 00:00:00,L003,520025,JINPAO,Y,2015-10-12 00:00:00
3,JINPAO,JP2101-20161223218,2016-12-22 00:00:00,F005,520025,JINPAO,Y,2015-10-12 00:00:00
3,JINPAO,JP2101-20161223219,2016-12-22 00:00:00,T029,520025,JINPAO,Y,2015-10-14 00:00:00
3,JINPAO,JP2101-20161223220,2016-12-22 00:00:00,F006,520025,JINPAO,Y,2015-10-14 00:00:00
3,JINPAO,JP2101-20161223221,2016-12-22 00:00:00,F033,520025,JINPAO,Y,2015-10-15 00:00:00
3,JINPAO,JP2101-20161223222,2016-12-22 00:00:00,B001,520025,JINPAO,Y,2015-10-15 00:00:00
3,JINPAO,JP2101-20161223223,2016-12-22 00:00:00,B001,520025,JINPAO,Y,2015-10-15 00:00:00
3,JINPAO,JP2101-20161223224,2016-12-22 00:00:00,C014,520025,JINPAO,Y,2015-10-15 00:00:00
3,JINPAO,JP2101-20161223225,2016-12-22 00:00:00,T021,520025,JINPAO,Y,2015-10-12 00:00:00
3,JINPAO,JP2101-20161223226,2016-12-22 00:00:00,T026,520025,JINPAO,Y,2015-10-15 00:00:00
3,JINPAO,JP2101-20161223227,2016-12-22 00:00:00,A010,520025,JINPAO,Y,2015-10-16 00:00:00
3,JINPAO,JP2101-20161223228,2016-12-22 00:00:00,S008,520025,JINPAO,Y,2015-10-16 00:00:00
